system:index,ADM0_CODE,ADM0_NAME,ADM1_CODE,ADM1_NAME,DISP_AREA,EXP1_YEAR,STATUS,STR1_YEAR,Shape_Area,Shape_Leng,mean,median,month,stdDev,year
6_000000000000000000b1,44,Cambodia,801,Kratie,NO,3000,Member State,1000,0.9955412798,6.372926476,0.5502357484,0.5976606811,7,0.2474192756,2021
6_000000000000000000b2,44,Cambodia,803,Mondul Kiri,NO,3000,Member State,1000,1.131673463,6.150690158,0.7030719576,0.7852384602,7,0.1895348524,2021
6_000000000000000000b5,44,Cambodia,806,Phnom Penh,NO,3000,Member State,1000,0.03116094386,1.066500082,0.2378120201,0.2070087798,7,0.3032154683,2021
6_000000000000000000b6,44,Cambodia,802,Preah Sihanouk,NO,3000,Member State,1000,0.1326968649,3.919131182,0.5705165185,0.6367039425,7,0.2844515205,2021
6_000000000000000000b7,44,Cambodia,807,Preah Vihear,NO,3000,Member State,1000,1.171947069,6.384016149,0.6370042461,0.707061455,7,0.2027910897,2021
6_000000000000000000b8,44,Cambodia,808,Prey Veng,NO,3000,Member State,1000,0.3932775827,3.582943269,0.4616155593,0.4804746577,7,0.2449934649,2021
6_000000000000000000b9,44,Cambodia,809,Pursat,NO,3000,Member State,1000,0.9605296656,7.061150894,0.6455157459,0.7304931294,7,0.2396291702,2021
6_000000000000000000ba,44,Cambodia,810,Ratanak Kiri,NO,3000,Member State,1000,0.9851667197,6.15269804,0.6225502997,0.6992338467,7,0.2307236174,2021
6_000000000000000000bc,44,Cambodia,812,Stung Treng,NO,3000,Member State,1000,1.009749037,6.2978308,0.5856331728,0.7148533725,7,0.3131753268,2021
6_000000000000000000bd,44,Cambodia,813,Svay Rieng,NO,3000,Member State,1000,0.2366272897,3.115029868,0.3827984609,0.3554796483,7,0.2376665984,2021
6_000000000000000000be,44,Cambodia,814,Takeo,NO,3000,Member State,1000,0.2864885141,3.1252766,0.4682025287,0.4492116691,7,0.238261783,2021
7_000000000000000000b3,44,Cambodia,804,Otdar Meanchey,NO,3000,Member State,1995,0.5532486009,4.551822637,0.5867893902,0.6289040472,8,0.2209622874,2021
7_000000000000000000bb,44,Cambodia,811,Siem Reap,NO,3000,Member State,1995,0.8808367611,5.580395136,0.5795709244,0.6054496217,8,0.2333688068,2021
7_000000000000000000a8,44,Cambodia,792,Battambang,NO,3000,Member State,1997,0.9882713243,6.08763043,0.6027991002,0.6445604763,8,0.2451607884,2021
7_000000000000000000b4,44,Cambodia,805,Pailin,NO,3000,Member State,1997,0.08886359898,1.471673162,,,8,,2021
7_000000000000000000a5,44,Cambodia,65290,Area under National Administration 1,NO,3000,Member State,1000,0.2122933686,5.269380318,-0.3055743652,-0.3554384569,8,0.3782096739,2021
7_000000000000000000a6,44,Cambodia,65289,Area under National Administration 2,NO,3000,Member State,1000,8.00E-04,0.3798973226,0.8258204634,0.9261534922,8,0.2830379701,2021
7_000000000000000000a7,44,Cambodia,791,Banteay Meanchey,NO,3000,Member State,1000,0.5109201907,4.57108768,,,8,,2021
7_000000000000000000a9,44,Cambodia,793,Kampong Cham,NO,3000,Member State,1000,0.7840018665,7.041655791,,,8,,2021
7_000000000000000000aa,44,Cambodia,794,Kampong Chhnang,NO,3000,Member State,1000,0.4401159544,4.193322103,0.5599116582,0.5898453582,8,0.2554166977,2021
7_000000000000000000ab,44,Cambodia,795,Kampong Speu,NO,3000,Member State,1000,0.5775433974,4.497900831,0.6771245211,0.7382952328,8,0.2104349548,2021
7_000000000000000000ac,44,Cambodia,796,Kampong Thom,NO,3000,Member State,1000,1.037093382,6.976872051,0.511692976,0.5351501723,8,0.2534511712,2021
7_000000000000000000ad,44,Cambodia,797,Kampot,NO,3000,Member State,1000,0.3883810755,3.587786638,0.6800977036,0.7460875712,8,0.2314285139,2021
7_000000000000000000ae,44,Cambodia,798,Kandal,NO,3000,Member State,1000,0.2949470551,4.935718016,,,8,,2021
7_000000000000000000af,44,Cambodia,800,Kep,NO,3000,Member State,1000,0.01260676424,0.8511547275,0.567389031,0.6680197441,8,0.3626844344,2021
7_000000000000000000b0,44,Cambodia,799,Koh Kong,NO,3000,Member State,1000,0.9968448838,7.337115505,0.774085561,0.8681899258,8,0.2074656211,2021
7_000000000000000000b1,44,Cambodia,801,Kratie,NO,3000,Member State,1000,0.9955412798,6.372926476,,,8,,2021
7_000000000000000000b2,44,Cambodia,803,Mondul Kiri,NO,3000,Member State,1000,1.131673463,6.150690158,,,8,,2021
7_000000000000000000b5,44,Cambodia,806,Phnom Penh,NO,3000,Member State,1000,0.03116094386,1.066500082,,,8,,2021
7_000000000000000000b6,44,Cambodia,802,Preah Sihanouk,NO,3000,Member State,1000,0.1326968649,3.919131182,0.6855383137,0.761742197,8,0.226790002,2021
7_000000000000000000b7,44,Cambodia,807,Preah Vihear,NO,3000,Member State,1000,1.171947069,6.384016149,0.6827004259,0.7461019583,8,0.196688294,2021
7_000000000000000000b8,44,Cambodia,808,Prey Veng,NO,3000,Member State,1000,0.3932775827,3.582943269,,,8,,2021
7_000000000000000000b9,44,Cambodia,809,Pursat,NO,3000,Member State,1000,0.9605296656,7.061150894,0.684030544,0.7851950054,8,0.2351458523,2021
7_000000000000000000ba,44,Cambodia,810,Ratanak Kiri,NO,3000,Member State,1000,0.9851667197,6.15269804,0.6798874976,0.7930459157,8,0.2454872594,2021
7_000000000000000000bc,44,Cambodia,812,Stung Treng,NO,3000,Member State,1000,1.009749037,6.2978308,0.856669758,0.8788952899,8,0.1481386631,2021
7_000000000000000000bd,44,Cambodia,813,Svay Rieng,NO,3000,Member State,1000,0.2366272897,3.115029868,0.3196378805,0.3008418389,8,0.1643734708,2021
7_000000000000000000be,44,Cambodia,814,Takeo,NO,3000,Member State,1000,0.2864885141,3.1252766,0.4631029608,0.4335766828,8,0.2528109185,2021
8_000000000000000000b3,44,Cambodia,804,Otdar Meanchey,NO,3000,Member State,1995,0.5532486009,4.551822637,,,9,,2021
8_000000000000000000bb,44,Cambodia,811,Siem Reap,NO,3000,Member State,1995,0.8808367611,5.580395136,0.5671591907,0.6991888756,9,0.2774838052,2021
8_000000000000000000a8,44,Cambodia,792,Battambang,NO,3000,Member State,1997,0.9882713243,6.08763043,,,9,,2021
8_000000000000000000b4,44,Cambodia,805,Pailin,NO,3000,Member State,1997,0.08886359898,1.471673162,,,9,,2021
8_000000000000000000a5,44,Cambodia,65290,Area under National Administration 1,NO,3000,Member State,1000,0.2122933686,5.269380318,,,9,,2021
8_000000000000000000a6,44,Cambodia,65289,Area under National Administration 2,NO,3000,Member State,1000,8.00E-04,0.3798973226,,,9,,2021
8_000000000000000000a7,44,Cambodia,791,Banteay Meanchey,NO,3000,Member State,1000,0.5109201907,4.57108768,0.594476735,0.6364893526,9,0.2026378323,2021
8_000000000000000000a9,44,Cambodia,793,Kampong Cham,NO,3000,Member State,1000,0.7840018665,7.041655791,,,9,,2021
8_000000000000000000aa,44,Cambodia,794,Kampong Chhnang,NO,3000,Member State,1000,0.4401159544,4.193322103,,,9,,2021
8_000000000000000000ab,44,Cambodia,795,Kampong Speu,NO,3000,Member State,1000,0.5775433974,4.497900831,0.6879212002,0.7382968432,9,0.2029776784,2021
8_000000000000000000ac,44,Cambodia,796,Kampong Thom,NO,3000,Member State,1000,1.037093382,6.976872051,,,9,,2021
8_000000000000000000ad,44,Cambodia,797,Kampot,NO,3000,Member State,1000,0.3883810755,3.587786638,0.6704455969,0.7930144065,9,0.2890896243,2021
8_000000000000000000ae,44,Cambodia,798,Kandal,NO,3000,Member State,1000,0.2949470551,4.935718016,,,9,,2021
8_000000000000000000af,44,Cambodia,800,Kep,NO,3000,Member State,1000,0.01260676424,0.8511547275,,,9,,2021
8_000000000000000000b0,44,Cambodia,799,Koh Kong,NO,3000,Member State,1000,0.9968448838,7.337115505,0.8052751564,0.8945261671,9,0.2282084306,2021
8_000000000000000000b1,44,Cambodia,801,Kratie,NO,3000,Member State,1000,0.9955412798,6.372926476,,,9,,2021
8_000000000000000000b2,44,Cambodia,803,Mondul Kiri,NO,3000,Member State,1000,1.131673463,6.150690158,0.6960340782,0.7930450393,9,0.2123876935,2021
8_000000000000000000b5,44,Cambodia,806,Phnom Penh,NO,3000,Member State,1000,0.03116094386,1.066500082,,,9,,2021
8_000000000000000000b6,44,Cambodia,802,Preah Sihanouk,NO,3000,Member State,1000,0.1326968649,3.919131182,0.6394300422,0.7904036937,9,0.2580447173,2021
8_000000000000000000b7,44,Cambodia,807,Preah Vihear,NO,3000,Member State,1000,1.171947069,6.384016149,0.6327594598,0.7148549491,9,0.2728486493,2021
8_000000000000000000b8,44,Cambodia,808,Prey Veng,NO,3000,Member State,1000,0.3932775827,3.582943269,,,9,,2021
8_000000000000000000b9,44,Cambodia,809,Pursat,NO,3000,Member State,1000,0.9605296656,7.061150894,,,9,,2021
8_000000000000000000ba,44,Cambodia,810,Ratanak Kiri,NO,3000,Member State,1000,0.9851667197,6.15269804,0.7648919486,0.8398979567,9,0.1916707506,2021
8_000000000000000000bc,44,Cambodia,812,Stung Treng,NO,3000,Member State,1000,1.009749037,6.2978308,0.7465588786,0.8635725343,9,0.2557018205,2021
8_000000000000000000bd,44,Cambodia,813,Svay Rieng,NO,3000,Member State,1000,0.2366272897,3.115029868,,,9,,2021
8_000000000000000000be,44,Cambodia,814,Takeo,NO,3000,Member State,1000,0.2864885141,3.1252766,,,9,,2021
9_000000000000000000b3,44,Cambodia,804,Otdar Meanchey,NO,3000,Member State,1995,0.5532486009,4.551822637,0.6071406755,0.660166081,10,0.2360030203,2021
9_000000000000000000bb,44,Cambodia,811,Siem Reap,NO,3000,Member State,1995,0.8808367611,5.580395136,0.5872453226,0.6289067635,10,0.2236649755,2021
9_000000000000000000a8,44,Cambodia,792,Battambang,NO,3000,Member State,1997,0.9882713243,6.08763043,0.6092549565,0.6601961176,10,0.2144569382,2021
9_000000000000000000b4,44,Cambodia,805,Pailin,NO,3000,Member State,1997,0.08886359898,1.471673162,,,10,,2021
9_000000000000000000a5,44,Cambodia,65290,Area under National Administration 1,NO,3000,Member State,1000,0.2122933686,5.269380318,,,10,,2021
9_000000000000000000a6,44,Cambodia,65289,Area under National Administration 2,NO,3000,Member State,1000,8.00E-04,0.3798973226,0.8452570121,0.9338157255,10,0.2742961766,2021
9_000000000000000000a7,44,Cambodia,791,Banteay Meanchey,NO,3000,Member State,1000,0.5109201907,4.57108768,0.4109501526,0.5586046867,10,0.3955810992,2021
9_000000000000000000a9,44,Cambodia,793,Kampong Cham,NO,3000,Member State,1000,0.7840018665,7.041655791,,,10,,2021
9_000000000000000000aa,44,Cambodia,794,Kampong Chhnang,NO,3000,Member State,1000,0.4401159544,4.193322103,,,10,,2021
9_000000000000000000ab,44,Cambodia,795,Kampong Speu,NO,3000,Member State,1000,0.5775433974,4.497900831,,,10,,2021
9_000000000000000000ac,44,Cambodia,796,Kampong Thom,NO,3000,Member State,1000,1.037093382,6.976872051,,,10,,2021
9_000000000000000000ad,44,Cambodia,797,Kampot,NO,3000,Member State,1000,0.3883810755,3.587786638,,,10,,2021
9_000000000000000000ae,44,Cambodia,798,Kandal,NO,3000,Member State,1000,0.2949470551,4.935718016,,,10,,2021
9_000000000000000000af,44,Cambodia,800,Kep,NO,3000,Member State,1000,0.01260676424,0.8511547275,,,10,,2021
9_000000000000000000b0,44,Cambodia,799,Koh Kong,NO,3000,Member State,1000,0.9968448838,7.337115505,0.6320288909,0.8399569351,10,0.4336846619,2021
9_000000000000000000b1,44,Cambodia,801,Kratie,NO,3000,Member State,1000,0.9955412798,6.372926476,,,10,,2021
9_000000000000000000b2,44,Cambodia,803,Mondul Kiri,NO,3000,Member State,1000,1.131673463,6.150690158,,,10,,2021
9_000000000000000000b5,44,Cambodia,806,Phnom Penh,NO,3000,Member State,1000,0.03116094386,1.066500082,,,10,,2021
9_000000000000000000b6,44,Cambodia,802,Preah Sihanouk,NO,3000,Member State,1000,0.1326968649,3.919131182,0.723179714,0.8397710602,10,0.2611401735,2021
9_000000000000000000b7,44,Cambodia,807,Preah Vihear,NO,3000,Member State,1000,1.171947069,6.384016149,0.6913966009,0.7931217126,10,0.2162610463,2021
9_000000000000000000b8,44,Cambodia,808,Prey Veng,NO,3000,Member State,1000,0.3932775827,3.582943269,,,10,,2021
9_000000000000000000b9,44,Cambodia,809,Pursat,NO,3000,Member State,1000,0.9605296656,7.061150894,,,10,,2021
9_000000000000000000ba,44,Cambodia,810,Ratanak Kiri,NO,3000,Member State,1000,0.9851667197,6.15269804,,,10,,2021
9_000000000000000000bc,44,Cambodia,812,Stung Treng,NO,3000,Member State,1000,1.009749037,6.2978308,,,10,,2021
9_000000000000000000bd,44,Cambodia,813,Svay Rieng,NO,3000,Member State,1000,0.2366272897,3.115029868,,,10,,2021
9_000000000000000000be,44,Cambodia,814,Takeo,NO,3000,Member State,1000,0.2864885141,3.1252766,,,10,,2021
10_000000000000000000b3,44,Cambodia,804,Otdar Meanchey,NO,3000,Member State,1995,0.5532486009,4.551822637,0.5764011444,0.6132828444,11,0.2309395504,2021
10_000000000000000000bb,44,Cambodia,811,Siem Reap,NO,3000,Member State,1995,0.8808367611,5.580395136,0.5322815135,0.5820286363,11,0.2926881576,2021
10_000000000000000000a8,44,Cambodia,792,Battambang,NO,3000,Member State,1997,0.9882713243,6.08763043,0.4850622046,0.5176426028,11,0.2214390916,2021
10_000000000000000000b4,44,Cambodia,805,Pailin,NO,3000,Member State,1997,0.08886359898,1.471673162,,,11,,2021
10_000000000000000000a5,44,Cambodia,65290,Area under National Administration 1,NO,3000,Member State,1000,0.2122933686,5.269380318,-0.5753128268,-0.6289868788,11,0.229415083,2021
10_000000000000000000a6,44,Cambodia,65289,Area under National Administration 2,NO,3000,Member State,1000,8.00E-04,0.3798973226,0.7825249315,0.9181963649,11,0.3003639286,2021
10_000000000000000000a7,44,Cambodia,791,Banteay Meanchey,NO,3000,Member State,1000,0.5109201907,4.57108768,0.3811548748,0.4882743746,11,0.3819962058,2021
10_000000000000000000a9,44,Cambodia,793,Kampong Cham,NO,3000,Member State,1000,0.7840018665,7.041655791,0.5171254396,0.6210995707,11,0.3418312247,2021
10_000000000000000000aa,44,Cambodia,794,Kampong Chhnang,NO,3000,Member State,1000,0.4401159544,4.193322103,0.1921385793,0.4570807693,11,0.5760328328,2021
10_000000000000000000ab,44,Cambodia,795,Kampong Speu,NO,3000,Member State,1000,0.5775433974,4.497900831,,,11,,2021
10_000000000000000000ac,44,Cambodia,796,Kampong Thom,NO,3000,Member State,1000,1.037093382,6.976872051,0.5899413889,0.6757868333,11,0.3170369948,2021
10_000000000000000000ad,44,Cambodia,797,Kampot,NO,3000,Member State,1000,0.3883810755,3.587786638,0.5634597729,0.6367405347,11,0.2468742246,2021
10_000000000000000000ae,44,Cambodia,798,Kandal,NO,3000,Member State,1000,0.2949470551,4.935718016,0.2885729704,0.3007822551,11,0.3650972136,2021
10_000000000000000000af,44,Cambodia,800,Kep,NO,3000,Member State,1000,0.01260676424,0.8511547275,0.5666731087,0.6289483657,11,0.2703874894,2021
10_000000000000000000b0,44,Cambodia,799,Koh Kong,NO,3000,Member State,1000,0.9968448838,7.337115505,0.7098004461,0.832149657,11,0.276515107,2021
10_000000000000000000b1,44,Cambodia,801,Kratie,NO,3000,Member State,1000,0.9955412798,6.372926476,0.6450845258,0.7226721157,11,0.2644564364,2021
10_000000000000000000b2,44,Cambodia,803,Mondul Kiri,NO,3000,Member State,1000,1.131673463,6.150690158,0.7004319489,0.7852367822,11,0.1941489629,2021
10_000000000000000000b5,44,Cambodia,806,Phnom Penh,NO,3000,Member State,1000,0.03116094386,1.066500082,,,11,,2021
10_000000000000000000b6,44,Cambodia,802,Preah Sihanouk,NO,3000,Member State,1000,0.1326968649,3.919131182,0.602427012,0.6836013599,11,0.2898581943,2021
10_000000000000000000b7,44,Cambodia,807,Preah Vihear,NO,3000,Member State,1000,1.171947069,6.384016149,0.6958397553,0.7539174948,11,0.1785704858,2021
10_000000000000000000b8,44,Cambodia,808,Prey Veng,NO,3000,Member State,1000,0.3932775827,3.582943269,0.4519022097,0.472651753,11,0.258761784,2021
10_000000000000000000b9,44,Cambodia,809,Pursat,NO,3000,Member State,1000,0.9605296656,7.061150894,0.326835051,0.5038459906,11,0.4632753064,2021
10_000000000000000000ba,44,Cambodia,810,Ratanak Kiri,NO,3000,Member State,1000,0.9851667197,6.15269804,0.7476613514,0.8086368169,11,0.1819454417,2021
10_000000000000000000bc,44,Cambodia,812,Stung Treng,NO,3000,Member State,1000,1.009749037,6.2978308,0.706711524,0.8086934794,11,0.2857940522,2021
10_000000000000000000bd,44,Cambodia,813,Svay Rieng,NO,3000,Member State,1000,0.2366272897,3.115029868,0.4824201803,0.5429791244,11,0.2710097264,2021
10_000000000000000000be,44,Cambodia,814,Takeo,NO,3000,Member State,1000,0.2864885141,3.1252766,0.350952089,0.3944890099,11,0.3654267974,2021
11_000000000000000000b3,44,Cambodia,804,Otdar Meanchey,NO,3000,Member State,1995,0.5532486009,4.551822637,0.4759892696,0.4726523391,12,0.2242055702,2021
11_000000000000000000bb,44,Cambodia,811,Siem Reap,NO,3000,Member State,1995,0.8808367611,5.580395136,0.4820177226,0.4648117184,12,0.2499000435,2021
11_000000000000000000a8,44,Cambodia,792,Battambang,NO,3000,Member State,1997,0.9882713243,6.08763043,0.4766701009,0.4570251566,12,0.2784750911,2021
11_000000000000000000b4,44,Cambodia,805,Pailin,NO,3000,Member State,1997,0.08886359898,1.471673162,0.6067954734,0.628887473,12,0.2164624379,2021
11_000000000000000000a5,44,Cambodia,65290,Area under National Administration 1,NO,3000,Member State,1000,0.2122933686,5.269380318,-0.5181878779,-0.5820427946,12,0.2839156736,2021
11_000000000000000000a6,44,Cambodia,65289,Area under National Administration 2,NO,3000,Member State,1000,8.00E-04,0.3798973226,0.7541916858,0.9024392202,12,0.2878436684,2021
11_000000000000000000a7,44,Cambodia,791,Banteay Meanchey,NO,3000,Member State,1000,0.5109201907,4.57108768,0.2928698775,0.2460367104,12,0.2171267117,2021
11_000000000000000000a9,44,Cambodia,793,Kampong Cham,NO,3000,Member State,1000,0.7840018665,7.041655791,0.4965639279,0.5507892146,12,0.2967543248,2021
11_000000000000000000aa,44,Cambodia,794,Kampong Chhnang,NO,3000,Member State,1000,0.4401159544,4.193322103,0.3660156674,0.4413922873,12,0.3756754854,2021
11_000000000000000000ab,44,Cambodia,795,Kampong Speu,NO,3000,Member State,1000,0.5775433974,4.497900831,0.5007372899,0.4960810506,12,0.2099900813,2021
11_000000000000000000ac,44,Cambodia,796,Kampong Thom,NO,3000,Member State,1000,1.037093382,6.976872051,0.5647682208,0.6132816373,12,0.2688220659,2021
11_000000000000000000ad,44,Cambodia,797,Kampot,NO,3000,Member State,1000,0.3883810755,3.587786638,0.5909035739,0.6132723351,12,0.2256437447,2021
11_000000000000000000ae,44,Cambodia,798,Kandal,NO,3000,Member State,1000,0.2949470551,4.935718016,0.3079696675,0.3788993912,12,0.3921335103,2021
11_000000000000000000af,44,Cambodia,800,Kep,NO,3000,Member State,1000,0.01260676424,0.8511547275,0.5421596329,0.5508070049,12,0.2768421123,2021
11_000000000000000000b0,44,Cambodia,799,Koh Kong,NO,3000,Member State,1000,0.9968448838,7.337115505,0.6102186824,0.7460918014,12,0.2981124853,2021
11_000000000000000000b1,44,Cambodia,801,Kratie,NO,3000,Member State,1000,0.9955412798,6.372926476,0.5975431089,0.65235185,12,0.2557074618,2021
11_000000000000000000b2,44,Cambodia,803,Mondul Kiri,NO,3000,Member State,1000,1.131673463,6.150690158,0.7149040019,0.7696011463,12,0.1571897389,2021
11_000000000000000000b5,44,Cambodia,806,Phnom Penh,NO,3000,Member State,1000,0.03116094386,1.066500082,0.217054123,0.1992313551,12,0.3013779055,2021
11_000000000000000000b6,44,Cambodia,802,Preah Sihanouk,NO,3000,Member State,1000,0.1326968649,3.919131182,0.79932752,0.9182786362,12,0.2817375304,2021
11_000000000000000000b7,44,Cambodia,807,Preah Vihear,NO,3000,Member State,1000,1.171947069,6.384016149,0.6804537395,0.7304881708,12,0.1650080067,2021
11_000000000000000000b8,44,Cambodia,808,Prey Veng,NO,3000,Member State,1000,0.3932775827,3.582943269,0.3646513984,0.3710801394,12,0.2679410664,2021
11_000000000000000000b9,44,Cambodia,809,Pursat,NO,3000,Member State,1000,0.9605296656,7.061150894,0.6225204857,0.7461093024,12,0.3006544134,2021
11_000000000000000000ba,44,Cambodia,810,Ratanak Kiri,NO,3000,Member State,1000,0.9851667197,6.15269804,0.7464980846,0.8008087149,12,0.179916308,2021
11_000000000000000000bc,44,Cambodia,812,Stung Treng,NO,3000,Member State,1000,1.009749037,6.2978308,0.7000341857,0.80084619,12,0.3005984888,2021
11_000000000000000000bd,44,Cambodia,813,Svay Rieng,NO,3000,Member State,1000,0.2366272897,3.115029868,0.4351359112,0.4335736143,12,0.2169750279,2021
11_000000000000000000be,44,Cambodia,814,Takeo,NO,3000,Member State,1000,0.2864885141,3.1252766,0.3488221535,0.3710894947,12,0.2807685215,2021
